Code,Info,Hospital Outpatient Price
17281,"Complex cystometrogram (ie, calibrated electronic equipment); with voiding pressure studies (ie, bladder voiding pressure), any technique (51728)
Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 1.1 to 2.0 cm (17282)
Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 0.6 to 1.0 cm (17281)
Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 2.1 to 3.0 cm (17283)
Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 3.1 to 4.0 cm (17284)
Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), face, ears, eyelids, nose, lips, mucous membrane; lesion diameter over 4.0 cm (17286)",$98
17282,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 1.1 to 2.0 cm (17282)",$101
17283,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 2.1 to 3.0 cm (17283)",$108
17284,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 3.1 to 4.0 cm (17284)",$157
17286,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), face, ears, eyelids, nose, lips, mucous membrane; lesion diameter over 4.0 cm (17286)",$null
17311,"Mohs micrographic technique, including removal of all gross tumor, surgical excision of tissue specimens, mapping, color coding of specimens, microscopic examination of specimens by the surgeon, and histopathologic preparation including routine stain(s) (eg, hematoxylin and eosin, toluidine blue), head, neck, hands, feet, genitalia, or any location with surgery directly involving muscle, cartilage, bone, tendon, major nerves, or vessels; first stage, up to 5 tissue blocks (17311)",$187
17313,"Mohs micrographic technique, including removal of all gross tumor, surgical excision of tissue specimens, mapping, color coding of specimens, microscopic examination of specimens by the surgeon, and histopathologic preparation including routine stain(s) (eg, hematoxylin and eosin, toluidine blue), of the trunk, arms, or legs; first stage, up to 5 tissue blocks (17313)",$180
19000,Puncture aspiration of cyst of breast; (19000),
19020,"Mastotomy with exploration or drainage of abscess, deep (19020)",$370
19081,"Biopsy, breast, with placement of breast localization device(s) (eg, clip, metallic pellet), when performed, and imaging of the biopsy specimen, when performed, percutaneous; first lesion, including stereotactic guidance (19081)",$339
19082,"Biopsy, breast, with placement of breast localization device(s) (eg, clip, metallic pellet), when performed, and imaging of the biopsy specimen, when performed, percutaneous; first lesion, including ultrasound guidance (19083)
Biopsy, breast, with placement of breast localization device(s) (eg, clip, metallic pellet), when performed, and imaging of the biopsy specimen, when performed, percutaneous; first lesion, including stereotactic guidance (19081)
Mastotomy with exploration or drainage of abscess, deep (19020)
Removal of foreign body, foot; subcutaneous (28190)
Destruction of rectal tumor (eg, electrodesiccation, electrosurgery, laser ablation, laser resection, cryosurgery) transanal approach (45190)
Puncture aspiration of cyst of breast; (19000)
Biopsy, breast, with placement of breast localization device(s) (eg, clip, metallic pellet), when performed, and imaging of the biopsy specimen, when performed, percutaneous; first lesion, including magnetic resonance guidance (19085)
Ostectomy of scapula, partial (eg, superior medial angle) (23190)",$null
19083,"Biopsy, breast, with placement of breast localization device(s) (eg, clip, metallic pellet), when performed, and imaging of the biopsy specimen, when performed, percutaneous; first lesion, including ultrasound guidance (19083)",$337
19085,"Biopsy, breast, with placement of breast localization device(s) (eg, clip, metallic pellet), when performed, and imaging of the biopsy specimen, when performed, percutaneous; first lesion, including magnetic resonance guidance (19085)",$342
19100,"Biopsy of breast; percutaneous, needle core, not using imaging guidance (separate procedure) (19100)",$321
19101,"Biopsy of breast; open, incisional (19101)",$770
19105,"Ablation, cryosurgical, of fibroadenoma, including ultrasound guidance, each fibroadenoma (19105)",$767
19110,"Nipple exploration, with or without excision of a solitary lactiferous duct or a papilloma lactiferous duct (19110)",$796
19112,Excision of lactiferous duct fistula (19112),$790
19120,"Excision of cyst, fibroadenoma, or other benign or malignant tumor, aberrant breast tissue, duct lesion, nipple or areolar lesion (except 19300), open, male or female, 1 or more lesions (19120)",$808
19125,"Excision of breast lesion identified by preoperative placement of radiological marker, open; single lesion (19125)",$817
19296,"Placement of radiotherapy afterloading expandable catheter (single or multichannel) into the breast for interstitial radioelement application following partial mastectomy, includes imaging guidance; on date separate from partial mastectomy (19296)","$1,673"
19298,"Placement of radiotherapy after loading brachytherapy catheters (multiple tube and button type) into the breast for interstitial radioelement application following (at the time of or subsequent to) partial mastectomy, includes imaging guidance (19298)","$1,303"
19300,"Excision of cyst, fibroadenoma, or other benign or malignant tumor, aberrant breast tissue, duct lesion, nipple or areolar lesion (except 19300), open, male or female, 1 or more lesions (19120)
Mastectomy for gynecomastia (19300)
Excision of lactiferous duct fistula (19112)",$811
19301,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy); (19301)",$856
19302,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy); with axillary lymphadenectomy (19302)","$1,421"
19303,"Mastectomy, simple, complete (19303)","$1,431"
19307,"Mastectomy, modified radical, including axillary lymph nodes, with or without pectoralis minor muscle, but excluding pectoralis major muscle (19307)","$1,474"
19316,Mastopexy (19316),"$1,398"
19318,Breast reduction (19318),"$1,456"
19325,Breast augmentation with implant (19325),"$1,753"
19328,No Information Found,$835
19330,"Removal of ruptured breast implant, including implant contents (eg, saline, silicone gel) (19330)",$853
19340,"Insertion of breast implant on same day of mastectomy (ie, immediate) (19340)","$1,391"
19342,Insertion or replacement of breast implant on separate day from mastectomy (19342),"$1,782"
19350,Nipple/areola reconstruction (19350),$858
19355,Correction of inverted nipples (19355),$847
19357,"Tissue expander placement in breast reconstruction, including subsequent expansion(s) (19357)","$1,860"
19370,"Revision of peri-implant capsule, breast, including capsulotomy, capsulorrhaphy, and/or partial capsulectomy (19370)",$858
19371,"Peri-implant capsulectomy, breast, complete, including removal of all intracapsular contents (19371)",$866
19380,"Revision of reconstructed breast (eg, significant removal of tissue, re-advancement and/or re-inset of flaps in autologous reconstruction or significant capsular revision combined with soft tissue excision in implant-based reconstruction) (19380)","$1,401"
19396,Preparation of moulage for custom breast implant (19396),$753
20100,Preparation of moulage for custom breast implant (19396),$null
20103,Exploration of penetrating wound (separate procedure); extremity (20103),$375
20150,Exploration of penetrating wound (separate procedure); extremity (20103),$814
20200,"Biopsy, muscle; superficial (20200)",$326
20205,"Biopsy, muscle; superficial (20200)",$571
20206,"Biopsy, muscle, percutaneous needle (20206)",$319
20220,"Biopsy, bone, trocar, or needle; superficial (eg, ilium, sternum, spinous process, ribs) (20220)",$324
20225,"Biopsy, bone, trocar, or needle; deep (eg, vertebral body, femur) (20225)",$332
20240,"Biopsy, bone, trocar, or needle; deep (eg, vertebral body, femur) (20225)",$568
20245,"Biopsy, bone, open; deep (eg, humeral shaft, ischium, femoral shaft) (20245)",$608
20250,"Biopsy, vertebral body, open; thoracic (20250)",$693
20251,"Biopsy, vertebral body, open; lumbar or cervical (20251)","$1,445"
20500,Injection of sinus tract; therapeutic (separate procedure) (20500),
20520,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.6 cm to 5.0 cm (12052)
Injection, therapeutic (eg, local anesthetic, corticosteroid), carpal tunnel (20526)
Removal of foreign body in muscle or tendon sheath; deep or complicated (20525)
Removal of foreign body in muscle or tendon sheath; simple (20520)
Injection, enzyme (eg, collagenase), palmar fascial cord (ie, dupuytren's contracture) (20527)",
20525,Removal of foreign body in muscle or tendon sheath; deep or complicated (20525),$589
20526,"Injection, therapeutic (eg, local anesthetic, corticosteroid), carpal tunnel (20526)",
20527,"Injection(s); single or multiple trigger point(s), 1 or 2 muscle(s) (20552)
Injection(s); single tendon sheath, or ligament, aponeurosis (eg, plantar ""fascia"") (20550)
Injection(s); single or multiple trigger point(s), 3 or more muscles (20553)
Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.6 cm to 5.0 cm (12052)
Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.5 cm or less (12051)
Injection, therapeutic (eg, local anesthetic, corticosteroid), carpal tunnel (20526)
Injection(s); single tendon origin/insertion (20551)
Removal of foreign body in muscle or tendon sheath; deep or complicated (20525)
Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 5.1 cm to 7.5 cm (12053)
Biopsy, muscle; deep (20205)
Removal of foreign body in muscle or tendon sheath; simple (20520)
Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 7.6 cm to 12.5 cm (12054)
Removal foreign body from external auditory canal; with general anesthesia (69205)
Ethmoidectomy; extranasal, total (31205)
Injection, enzyme (eg, collagenase), palmar fascial cord (ie, dupuytren's contracture) (20527)
Esophagoscopy, flexible, transoral; with band ligation of esophageal varices (43205)
Excision or curettage of bone cyst or benign tumor of metacarpal; with autograft (includes obtaining graft) (26205)
Injection of sinus tract; therapeutic (separate procedure) (20500)
Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 12.6 cm to 20.0 cm (12055)
Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; over 30.0 cm (12057)
Injection procedure for peyronie disease; with surgical exposure of plaque (54205)
Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 20.1 cm to 30.0 cm (12056)
Palatoplasty for cleft palate, with closure of alveolar ridge; soft tissue only (42205)
Placement of needles or catheters into muscle and/or soft tissue for subsequent interstitial radioelement application (at the time of or subsequent to the procedure) (20555)",
20550,"Injection(s); single tendon sheath, or ligament, aponeurosis (eg, plantar ""fascia"") (20550)",
20551,Injection(s); single tendon origin/insertion (20551),
20552,"Injection(s); single or multiple trigger point(s), 1 or 2 muscle(s) (20552)
Injection(s); single tendon sheath, or ligament, aponeurosis (eg, plantar ""fascia"") (20550)
Injection(s); single or multiple trigger point(s), 3 or more muscles (20553)
Injection(s); single tendon origin/insertion (20551)
Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 12.6 cm to 20.0 cm (12055)
Placement of needles or catheters into muscle and/or soft tissue for subsequent interstitial radioelement application (at the time of or subsequent to the procedure) (20555)",
20553,"Injection(s); single or multiple trigger point(s), 3 or more muscles (20553)",
20555,Placement of needles or catheters into muscle and/or soft tissue for subsequent interstitial radioelement application (at the time of or subsequent to the procedure) (20555),$681
